Top rotor RPM,Bottom rotor RPM,x/Diameter,z/Diameter,Top rotor thrust (N),Bottom rotor thrust (N),Top rotor torque (Nm),Bottom rotor torque (Nm),Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,Mic7,Mic8,Mic9
1924.0,1924.0,0.0,0.25,53.8171,84.9628,3.5148,3.9633,75.863918,76.48835199999999,75.97031899999999,76.94927500000001,76.859936,77.13709099999998,79.940238,75.863918,75.863918
2566.0,2566.0,0.0,0.25,95.2857,152.9481,6.1284,7.274,84.78119072727272,85.58471563636361,84.67940990909091,85.619275,86.06175418181817,85.70800009090908,89.07932890909092,84.78119072727272,84.78119072727272
2566.0,1924.0,0.0,0.25,124.3725,80.1699,7.0477,3.9126,81.633918,82.32835200000001,81.48031899999998,82.609275,82.92993600000001,82.77709099999998,86.040238,81.633918,81.633918
1924.0,2566.0,0.0,0.25,30.4384,151.2763,2.8877,7.0903,80.94482709090909,81.58471563636363,80.92486445454546,81.95563863636363,82.13448145454545,82.42618190909091,84.72478345454546,80.94482709090909,80.94482709090909
1924.0,1924.0,0.275,0.25,59.9643,83.8575,3.5797,3.9461,77.98391799999999,78.638352,78.51031900000001,78.459275,79.019936,79.83709099999999,81.30023800000001,77.98391799999999,77.98391799999999
2566.0,2566.0,0.275,0.25,106.0314,149.5606,6.4576,7.1651,86.68391799999999,87.588352,87.67031899999999,87.379275,88.56993600000001,88.81709099999999,89.64023800000001,86.68391799999999,86.68391799999999
2566.0,1924.0,0.275,0.25,126.4294,79.4734,6.9645,3.9,84.093918,84.928352,84.87031899999998,84.61927500000002,85.37993599999999,86.18709100000001,87.57023799999999,84.093918,84.093918
1924.0,2566.0,0.275,0.25,43.669,152.8194,3.026,7.2361,84.25391799999998,85.058352,84.38031900000001,84.919275,85.329936,85.367091,87.630238,84.25391799999998,84.25391799999998
1924.0,1924.0,0.55,0.25,74.526,82.217,3.7079,3.9124,82.19391799999998,82.348352,82.71031900000001,83.56927499999999,82.709936,83.31709099999999,87.380238,82.19391799999998,82.19391799999998
2566.0,2566.0,0.55,0.25,129.2824,147.6122,42.2807,7.0769,90.673918,91.078352,89.32031900000001,92.129275,90.90993599999999,91.127091,94.67023800000001,90.673918,90.673918
2566.0,1924.0,0.55,0.25,137.72455,80.4431,0.73482,3.898,87.29391799999999,87.608352,87.07031900000001,88.609275,87.98993599999999,89.137091,90.810238,87.29391799999999,87.29391799999999
1924.0,2566.0,0.55,0.25,68.6801,152.8951,3.4941,7.2356,86.69391799999998,86.428352,86.55031899999999,87.549275,87.03993600000001,87.65709100000001,90.830238,86.69391799999998,86.69391799999998
1924.0,1924.0,0.825,0.25,83.1077,82.7627,3.8603,3.9167,80.443918,80.96835200000001,80.98031900000001,81.969275,81.46993599999999,81.797091,84.83023800000001,80.443918,80.443918
2566.0,2566.0,0.825,0.25,152.5334,145.52,7.1125,7.0527,89.24391800000001,89.538352,88.66031899999999,90.239275,89.639936,90.46709100000001,92.80023800000001,89.24391800000001,89.24391800000001
2566.0,1924.0,0.825,0.25,149.0197,80.6735,7.0424,3.866,88.123918,88.36835200000002,87.890319,89.089275,88.53993599999998,89.42709099999999,91.540238,88.123918,88.123918
