Top rotor RPM,Bottom rotor RPM,x/Diameter,z/Diameter,Top rotor thrust (N),Bottom rotor thrust (N),Top rotor torque (Nm),Bottom rotor torque (Nm),Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,Mic7,Mic8,Mic9
0.0,5864.0,0.0,0.875,0.72398,8.8759,0.022247,0.15901,59.873918,60.398352,60.140319,60.719274999999996,61.639936,61.12709099999999,63.210238000000004,59.873918,59.873918
5864.0,5864.0,0.0,0.875,5.6179,9.0016,0.14411,0.15686,73.443918,74.38835199999998,74.26031900000001,75.05927499999999,74.979936,76.067091,77.910238,73.443918,73.443918
0.0,7819.0,0.0,0.875,0.03013,16.2651,0.0032272,0.28162,66.64482709090909,68.148352,67.62486445454546,68.95563863636363,69.87084509090909,67.94436372727272,70.25205618181819,66.64482709090909,66.64482709090909
0.0,5864.0,0.275,0.875,0.57936,9.1476,0.011722,0.15837,60.12391799999999,60.558352,59.52031900000001,61.149275,61.769935999999994,60.98709100000001,63.750238,60.12391799999999,60.12391799999999
0.0,7819.0,0.275,0.875,0.32246,15.9734,0.015814,0.27829,65.283918,67.408352,66.460319,67.61927499999999,68.659936,67.08709100000002,68.96023799999999,65.283918,65.283918
0.0,5864.0,0.55,0.875,0.94476,9.1011,0.022499,0.15802,59.793918000000005,60.37835199999999,59.110319000000004,61.079274999999996,61.799936,60.787091,63.140238,59.793918000000005,59.793918000000005
0.0,7819.0,0.55,0.875,0.85372,15.8638,0.01764,0.27404,65.50391800000001,68.14835199999999,66.410319,67.61927499999999,67.94993600000001,67.647091,69.27023800000002,65.50391800000001,65.50391800000001
0.0,5864.0,0.825,0.875,0.35094,9.1348,0.014968,0.15808,60.381190727272724,60.91198836363637,59.543046272727274,61.501093181818185,61.84357236363637,61.20800009090909,63.89751072727274,60.381190727272724,60.381190727272724
0.0,7819.0,0.825,0.875,0.35635,15.8871,0.015933,0.2754,65.963918,68.028352,66.44031900000002,68.049275,67.41993599999999,67.837091,69.43023799999999,65.963918,65.963918
5864.0,0.0,1.1,0.875,10.4458,0.11348,0.16029,0.0026848,61.613918,62.398352,61.330318999999996,62.159275,63.639936,62.85709099999999,64.490238,61.613918,61.613918
7819.0,0.0,1.1,0.875,17.349,0.079819,0.26905,0.0019642,78.053918,77.608352,74.680319,78.76927500000001,77.499936,78.95709099999999,77.720238,78.053918,78.053918
0.0,5864.0,1.1,0.875,0.11491,8.8764,0.016135,0.15783,60.06300890909092,60.748352,59.04304627272727,60.801093181818175,61.434481454545455,60.735272818181826,63.51569254545455,60.06300890909092,60.06300890909092
0.0,7819.0,1.1,0.875,0.13367,15.9456,0.0035126,0.27741,66.62391799999999,68.27835200000001,67.080319,68.19927499999999,67.429936,68.357091,69.740238,66.62391799999999,66.62391799999999
7819.0,7819.0,0.0,0.875,8.8393,15.7733,0.21915,0.26979,81.663918,82.39835200000002,83.240319,82.789275,83.649936,84.21709100000001,86.790238,81.663918,81.663918
7819.0,5864.0,0.0,0.875,12.4521,8.8958,0.24461,0.15252,77.783918,78.498352,79.20031900000001,78.809275,79.729936,80.72709099999999,82.670238,77.783918,77.783918
5864.0,7819.0,0.0,0.875,2.2769,15.4137,0.09385,0.2741,76.683918,77.908352,77.28031899999999,78.339275,78.45993600000001,78.927091,81.150238,76.683918,76.683918
5864.0,5864.0,0.275,0.875,5.8228,8.882,0.13214,0.15811,70.93391799999999,70.978352,71.10031900000001,72.649275,71.17993600000001,73.187091,74.940238,70.93391799999999,70.93391799999999
7819.0,7819.0,0.275,0.875,9.9263,15.9986,0.20347,0.26979,79.303918,78.998352,79.53031899999999,80.079275,79.71993599999999,80.577091,83.990238,79.303918,79.303918
7819.0,5864.0,0.275,0.875,11.8793,8.6215,0.23583,0.15198,76.983918,76.87835199999998,77.390319,77.889275,77.50993600000001,78.13709099999998,81.810238,76.983918,76.983918
5864.0,7819.0,0.275,0.875,3.2566,15.805,0.077209,0.27079,74.02391800000001,74.39835200000002,74.76031900000001,75.98927499999999,74.989936,76.477091,78.150238,74.02391800000001,74.02391800000001
5864.0,5864.0,0.55,0.875,7.4639,8.7728,0.14274,0.16125,70.693918,69.998352,71.470319,71.46927500000001,70.399936,72.117091,73.55023800000001,70.693918,70.693918
7819.0,7819.0,0.55,0.875,12.8846,15.7577,0.2123,0.26685,77.193918,77.918352,78.990319,79.599275,78.16993599999999,78.67709099999999,81.370238,77.193918,77.193918
7819.0,5864.0,0.55,0.875,13.7366,8.6568,0.24462,0.15323,76.23391799999999,76.99835199999998,77.560319,78.14927500000002,77.289936,77.96709100000001,79.72023800000001,76.23391799999999,76.23391799999999
5864.0,7819.0,0.55,0.875,6.3913,15.8737,0.1158,0.27554,73.493918,73.77835199999998,74.45031900000001,74.889275,73.85993599999999,75.317091,76.48023800000001,73.493918,73.493918
5864.0,5864.0,0.825,0.875,9.4282,8.7976,0.15544,0.15806,69.47209981818182,69.23926109090908,69.8612280909091,70.1374568181818,69.57993599999999,71.27163645454546,72.97932890909091,69.47209981818182,69.47209981818182
7819.0,7819.0,0.825,0.875,15.4517,15.3219,0.24363,0.27057,76.26391799999999,76.578352,76.470319,77.37927500000002,76.97993600000001,77.30709099999999,80.130238,76.26391799999999,76.26391799999999
7819.0,5864.0,0.825,0.875,15.7316,8.8408,0.24929,0.15103,76.353918,76.868352,76.62031900000001,77.13927500000001,77.44993600000001,78.357091,79.44023800000001,76.353918,76.353918
5864.0,7819.0,0.825,0.875,8.41,15.7367,0.14265,0.26879,72.14391800000001,72.608352,72.430319,73.37927499999999,72.569936,73.62709099999998,75.54023800000002,72.14391800000001,72.14391800000001
5864.0,5864.0,1.1,0.875,9.4398,8.9641,0.14792,0.15935,67.39937254545454,67.23017018181818,66.93395536363637,67.94654772727273,67.79811781818182,68.02618190909091,70.0793289090909,67.39937254545454,67.39937254545454
7819.0,7819.0,1.1,0.875,16.3147,15.6341,0.25203,0.26797,76.153918,76.608352,76.140319,77.03927499999999,77.129936,77.82709100000001,78.240238,76.153918,76.153918
7819.0,5864.0,1.1,0.875,16.1689,8.791,0.25174,0.15074,74.58391800000001,75.498352,74.890319,75.899275,75.769936,77.037091,76.81023799999998,74.58391800000001,74.58391800000001
5864.0,7819.0,1.1,0.875,9.2224,15.8158,0.14894,0.26863,70.79391799999999,71.098352,70.490319,71.52927500000001,71.149936,71.77709100000001,73.55023800000001,70.79391799999999,70.79391799999999
0.0,5864.0,0.0,1.5,0.047138,9.0463,0.0083682,0.15504,60.02664527272727,60.6392610909091,59.99759172727272,61.16472954545455,61.825390545454546,60.71709099999999,63.45205618181817,60.02664527272727,60.02664527272727
0.0,7819.0,0.0,1.5,0.11577,15.896,0.0044091,0.27131,66.25391800000001,67.988352,67.510319,68.309275,69.71993599999999,68.207091,70.720238,66.25391800000001,66.25391800000001
0.0,5864.0,0.275,1.5,0.25794,8.9538,0.0050048,0.15841,60.053917999999996,60.778352000000005,59.980318999999994,61.79927500000001,61.80993600000001,60.837091,63.740238,60.053917999999996,60.053917999999996
0.0,7819.0,0.275,1.5,0.29049,16.1477,0.010559,0.27169,65.39937254545454,67.57562472727273,66.69759172727274,67.66472954545456,68.21629963636366,67.48981827272725,69.12478345454544,65.39937254545454,65.39937254545454
0.0,5864.0,0.55,1.5,0.69176,8.9469,0.011364,0.15677,60.243917999999994,61.06835199999999,59.900319,61.779275,62.129936,61.037091,64.10023799999999,60.243917999999994,60.243917999999994
0.0,7819.0,0.55,1.5,0.5608,15.6415,0.0056096,0.27433,65.343918,67.798352,66.82031900000001,67.40927500000001,67.709936,67.61709100000002,68.80023800000001,65.343918,65.343918
0.0,5864.0,0.825,1.5,0.44539,9.0859,0.011862,0.15264,59.713918,60.718352,59.21031899999999,61.149275,61.289936,60.507091,63.33023800000001,59.713918,59.713918
0.0,7819.0,0.825,1.5,0.40605,16.0928,0.01189,0.27501,65.763918,67.83835200000001,66.38031900000001,67.669275,67.23993599999999,68.27709099999998,68.70023800000001,65.763918,65.763918
0.0,5864.0,1.1,1.5,0.060002,9.0499,0.0081863,0.15827,59.933918000000006,61.118351999999994,59.60031899999999,61.529275,61.529936,61.047091,63.810238000000005,59.933918000000006,59.933918000000006
0.0,7819.0,1.1,1.5,0.027704,15.9042,0.010111,0.27488,66.08391800000001,67.928352,66.490319,67.90927500000001,66.899936,68.797091,68.750238,66.08391800000001,66.08391800000001
0.0,5864.0,0.0,0.25,1.2569,8.8851,0.034517,0.157,59.713918,60.078351999999995,59.27031899999999,60.219275,61.519935999999994,61.097091,62.630238,59.713918,59.713918
5864.0,5864.0,0.0,0.25,6.0613,8.7508,0.13992,0.16167,66.543918,67.108352,66.270319,67.379275,67.859936,68.267091,70.170238,66.543918,66.543918
0.0,7819.0,0.0,0.25,1.1893,15.3908,0.033144,0.28094,66.05391800000001,67.65835200000001,67.520319,68.25927499999997,69.669936,67.137091,69.820238,66.05391800000001,66.05391800000001
0.0,5864.0,0.275,0.25,1.0039,8.856,0.028842,0.1599,59.923918,59.958352000000005,58.92031899999999,60.09927499999999,61.299936,60.557091,62.690238,59.923918,59.923918
0.0,7819.0,0.275,0.25,0.71555,15.6458,0.0013194,0.28338,65.313918,66.95835200000002,66.640319,67.009275,68.349936,66.197091,68.680238,65.313918,65.313918
0.0,5864.0,0.55,0.25,1.1841,8.714,0.035383,0.16397,59.863918,60.038351999999996,59.030319,60.349275,61.30993599999999,60.807091,62.930237999999996,59.863918,59.863918
0.0,7819.0,0.55,0.25,1.1359,15.8511,0.028771,0.28192,64.92391800000001,67.148352,66.460319,66.899275,67.839936,66.387091,68.98023800000001,64.92391800000001,64.92391800000001
0.0,5864.0,0.825,0.25,0.29079,9.1253,0.017864,0.16167,59.893918000000006,60.428352,59.19031900000001,60.579274999999996,61.35993599999999,60.717091,63.340238000000014,59.893918000000006,59.893918000000006
0.0,7819.0,0.825,0.25,0.18046,15.6165,0.01451,0.277,65.693918,67.308352,66.890319,67.179275,67.21993599999999,66.53709099999999,69.40023800000002,65.693918,65.693918
5864.0,0.0,1.1,0.25,10.388,0.02704,0.16234,0.0021295,61.613918,62.12835199999999,60.930319,61.959275000000005,63.09993599999999,62.427091,64.37023800000001,61.613918,61.613918
7819.0,0.0,1.1,0.25,17.5236,0.078208,0.26954,0.0023968,76.313918,75.848352,74.710319,77.599275,77.809936,77.857091,75.64023800000001,76.313918,76.313918
0.0,5864.0,1.1,0.25,0.062784,9.0571,0.011957,0.1581,59.72391799999999,60.358352000000004,58.88031900000001,60.739275,61.299936,60.497091,63.77023799999999,59.72391799999999,59.72391799999999
0.0,7819.0,1.1,0.25,0.11595,15.773,0.012776,0.28446,66.08119072727273,67.13017018181819,67.61577354545454,67.95563863636363,67.47993600000001,66.84436372727272,69.46114709090908,66.08119072727273,66.08119072727273
7819.0,7819.0,0.55,0.25,13.0561,15.5089,0.21999,0.27222,82.753918,82.08471563636364,85.25213718181817,84.15563863636363,83.20720872727271,83.89890918181817,88.41569254545455,82.753918,82.753918
7819.0,5864.0,0.55,0.25,13.7891,8.2999,0.23387,0.14706,80.68391799999999,80.19835200000001,81.620319,81.40927500000001,81.04993600000002,82.407091,85.650238,80.68391799999999,80.68391799999999
5864.0,7819.0,0.55,0.25,6.6269,15.3628,0.11401,0.26902,79.14391800000001,78.538352,79.070319,79.239275,78.139936,80.647091,81.130238,79.14391800000001,79.14391800000001
5864.0,5864.0,0.825,0.25,9.4832,8.5435,0.14939,0.15409,70.203918,70.73835199999999,70.560319,70.84927499999999,70.249936,71.997091,73.310238,70.203918,70.203918
7819.0,7819.0,0.825,0.25,15.9855,15.3975,0.25108,0.27257,78.08391800000001,78.19835199999999,78.35031899999998,79.69927499999999,78.65993599999999,79.417091,81.38023799999999,78.08391800000001,78.08391800000001
7819.0,5864.0,0.825,0.25,15.7862,8.457,0.24953,0.14826,78.92391799999999,78.90835200000001,78.050319,80.67927499999999,79.47993599999998,80.06709099999998,82.38023799999999,78.92391799999999,78.92391799999999
5864.0,7819.0,0.825,0.25,8.7631,15.5804,0.14006,0.26767,71.06300890909091,71.44835200000001,72.00668263636364,71.91018409090908,71.40720872727273,72.60800009090909,74.02478345454546,71.06300890909091,71.06300890909091
5864.0,5864.0,1.1,0.25,9.864,8.6112,0.15546,0.15374,66.6720998181818,67.23017018181818,66.55213718181818,67.25563863636364,67.69811781818181,68.23527281818181,69.670238,66.6720998181818,66.6720998181818
7819.0,7819.0,1.1,0.25,16.3531,15.5994,0.25207,0.26677,73.78119072727272,74.99380654545455,74.36122809090908,74.84654772727272,75.56175418181816,75.76254554545454,76.24296527272728,73.78119072727272,73.78119072727272
7819.0,5864.0,1.1,0.25,16.176,8.6937,0.25237,0.15041,72.213918,74.07835200000001,73.310319,73.079275,74.019936,74.26709100000001,74.940238,72.213918,72.213918
7819.0,7819.0,0.0,0.25,9.8478,15.2788,0.21178,0.27517,72.82664527272726,74.13926109090909,73.56122809090911,73.86472954545455,75.50720872727273,74.38981827272727,76.37932890909092,72.82664527272726,72.82664527272726
5864.0,7819.0,1.1,0.25,9.2163,15.9459,0.14605,0.26934,69.63391800000001,70.27835200000001,70.210319,70.40927500000001,70.519936,70.477091,72.880238,69.63391800000001,69.63391800000001
7819.0,5864.0,0.0,0.25,12.8927,8.5243,0.24658,0.16308,70.24482709090908,71.448352,70.92486445454546,71.57382045454546,72.33448145454544,71.98072736363635,73.96114709090911,70.24482709090908,70.24482709090908
5864.0,7819.0,0.0,0.25,3.0019,15.8419,0.094336,0.27794,72.273918,73.108352,72.550319,73.33927500000001,74.209936,73.757091,76.760238,72.273918,72.273918
5864.0,5864.0,0.275,0.25,6.0334,8.8619,0.13409,0.1597,69.23391799999999,69.968352,69.98031900000001,71.589275,69.84993600000001,73.067091,72.600238,69.23391799999999,69.23391799999999
7819.0,7819.0,0.275,0.25,10.1082,15.2402,0.20457,0.27616,77.51755436363635,76.82107927272727,78.19759172727272,77.5101840909091,77.81629963636364,79.59890918181817,80.81569254545455,77.51755436363635,77.51755436363635
7819.0,5864.0,0.275,0.25,12.3114,8.4403,0.22673,0.15033,75.25391799999998,75.278352,75.470319,75.999275,75.909936,77.067091,78.03023799999998,75.25391799999998,75.25391799999998
5864.0,7819.0,0.275,0.25,3.8775,15.7636,0.081445,0.27628,73.24391799999998,73.728352,73.92031899999999,75.559275,74.489936,76.61709099999999,76.870238,73.24391799999998,73.24391799999998
5864.0,5864.0,0.55,0.25,7.5501,8.2633,0.13692,0.15551,76.26300890909091,75.83017018181819,75.5612280909091,76.95563863636363,74.95266327272726,77.66254554545455,80.74296527272728,76.26300890909091,76.26300890909091
